current_trt,date,amdt,se_amdt
warm,2019-04-12,19.775,0.22642002040682188
warm,2019-04-13,11.0125,0.18647153835206223
warm,2019-04-14,10.6125,0.07045525039123988
warm,2019-04-15,10.9875,0.1297031868022782
warm,2019-04-16,11.425,0.18993082411424939
warm,2019-04-17,14.1,0.14455945454184552
warm,2019-04-18,11.3125,0.038760854559127644
warm,2019-04-19,24.55,0.253058217686092
warm,2019-04-20,24.3125,0.3702422543728321
warm,2019-04-21,24.325,0.20139736203807992
warm,2019-04-22,16.375,0.09259437320225214
warm,2019-04-23,24.5875,0.24992787421112578
warm,2019-04-24,26.9,0.2280069724529921
warm,2019-04-25,21.8625,0.2649307480872148
warm,2019-04-26,23.375,0.42808083947801856
warm,2019-04-27,16.6625,0.5504623639292372
warm,2019-04-28,16.2875,0.31768770950295006
warm,2019-04-29,16.6625,0.5248282686159936
warm,2019-04-30,20.85,0.45439449707754936
warm,2019-05-01,27.0875,0.42323824138936095
warm,2019-05-02,20.0125,0.33707237866894174
warm,2019-05-03,30.8625,0.31162698568180547
warm,2019-05-04,28.1,0.263847275171423
warm,2019-05-05,28.35,0.33883283829595423
warm,2019-05-06,29.8375,0.3024406595749033
warm,2019-05-07,29.8375,0.3360724795910274
warm,2019-05-08,29.9125,0.3386850041724346
warm,2019-05-09,33.2875,0.26607757447974756
warm,2019-05-10,35.2375,0.26673927296817346
warm,2019-05-11,26.35,0.238316746778047
warm,2019-05-12,17.0875,0.12388929611676583
warm,2019-05-13,13.525,0.10276622711716839
warm,2019-05-14,12.4125,0.06671672799884444
warm,2019-05-15,24.5625,0.3023346655611956
warm,2019-05-16,21.8,0.2857738033247041
warm,2019-05-17,25.6875,0.2617051457907034
warm,2019-05-18,33.3375,0.3586779052905123
warm,2019-05-19,35.65,0.2186790177875162
warm,2019-05-20,13.725,0.07149950690165273
warm,2019-05-21,29.4375,0.26383968277180786
warm,2019-05-22,32,0.30905148521374315
warm,2019-05-23,35.525,0.2819062855740429
warm,2019-05-24,15.9125,0.09454258977863511
warm,2019-05-25,18.9375,0.19214335927327936
warm,2019-05-26,22.5625,0.23695957407032478
warm,2019-05-27,22.575,0.40173900827431575
warm,2019-05-28,15.75,0.35173562332801706
warm,2019-05-29,25.6625,0.36443999013590206
warm,2019-05-30,31.2625,0.3452922860715437
warm,2019-05-31,34.975,0.3629252589580168
warm,2019-06-01,35.25,0.28644594961577313
warm,2019-06-02,31.8875,0.28107366266897693
warm,2019-06-03,32.95,0.32512325079133947
warm,2019-06-04,33.6625,0.29165064058535195
warm,2019-06-05,24.427083333333332,0.5261321765755563
warm,2019-06-06,25.296296296296298,0.6944572558799608
warm,2019-06-07,25.76388888888889,0.36757793208407225
warm,2019-06-08,30.25,0.38704210016687757
warm,2019-06-09,27.52777777777778,0.37371177908538084
warm,2019-06-10,30.708333333333332,0.45963019987259396
warm,2019-06-11,29.694444444444443,0.4273756097586507
warm,2019-06-12,33.708333333333336,0.3833721512436791
warm,2019-06-13,33.986111111111114,0.29646469255710806
warm,2019-06-14,31.805555555555557,0.37175995934491657
warm,2019-06-15,37.888888888888886,0.3008658873766663
warm,2019-06-16,36.06944444444444,0.3194444444444445
warm,2019-06-17,34.43055555555556,0.284627839563655
warm,2019-06-18,36.40277777777778,0.4187184929840609
warm,2019-06-19,32.31944444444444,0.45432348877369205
warm,2019-06-20,36.18055555555556,0.3508226034880959
warm,2019-06-21,32.59722222222222,0.33500737047355383
warm,2019-06-22,30.916666666666668,0.3063481783024119
warm,2019-06-23,30.02777777777778,0.6681366069698562
warm,2019-06-24,27.833333333333332,0.6445744258626699
warm,2019-06-25,27.375,0.6341395244801703
warm,2019-06-26,25.680555555555557,0.7077105883734846
warm,2019-06-27,22.72222222222222,0.5402249841591004
warm,2019-06-28,28.069444444444443,0.44461182364096025
warm,2019-06-29,34.40277777777778,0.3943144766877995
warm,2019-06-30,36.90277777777778,0.3556903886209455
warm,2019-07-01,38.19444444444444,0.3696189467341095
warm,2019-07-02,17.77777777777778,0.13428890386095335
warm,2019-07-03,29.27777777777778,0.33596842045264647
warm,2019-07-04,33.94444444444444,0.33557447649798383
warm,2019-07-05,27.069444444444443,0.4102616169668581
warm,2019-07-06,29.819444444444443,0.37062408637847605
warm,2019-07-07,16.375,0.138551176723363
warm,2019-07-08,33.513888888888886,0.4293249181698542
warm,2019-07-09,21.319444444444443,0.4097777067623807
warm,2019-07-10,18.26388888888889,0.3691937328093193
warm,2019-07-11,26.041666666666668,0.73392157143381
warm,2019-07-12,34.90277777777778,0.8406392702676038
warm,2019-07-13,36.40277777777778,0.7912767070756562
warm,2019-07-14,36.791666666666664,0.7775049124532197
warm,2019-07-15,38.263888888888886,0.8398521485316913
warm,2019-07-16,37.34722222222222,0.6286226580454389
warm,2019-07-17,19.34722222222222,0.4943407685134436
warm,2019-07-18,34.013888888888886,0.7230573620769071
warm,2019-07-19,36.90277777777778,0.8791724654388867
warm,2019-07-20,35.15277777777778,0.7140371040013624
warm,2019-07-21,41.06944444444444,0.46808999684880237
warm,2019-07-22,31.875,0.7147468749411187
warm,2019-07-23,27.685714285714287,0.6466090327984281
warm,2019-07-24,21.242857142857144,0.5528275022996952
warm,2019-07-25,26.442857142857143,0.5522191398270767
warm,2019-07-26,28.914285714285715,0.6876722746068109
warm,2019-07-27,36.07142857142857,0.6639400022069858
warm,2019-07-28,33.642857142857146,0.6289819133321081
warm,2019-07-29,40.82857142857143,0.4190539851820989
warm,2019-07-30,32.1,0.39418035372213084
warm,2019-07-31,38.58571428571429,0.7863023009780713
warm,2019-08-01,34.371428571428574,0.6486388000398734
warm,2019-08-02,35.885714285714286,0.76863015613933
warm,2019-08-03,34.91428571428571,0.39133778006121683
warm,2019-08-04,37.07142857142857,0.4561175476638832
warm,2019-08-05,33.77142857142857,0.5945632028311745
warm,2019-08-06,25.942857142857143,0.3968211017507989
warm,2019-08-07,18.2,0.3933266865506855
warm,2019-08-08,25.485714285714284,0.4796206984751203
warm,2019-08-09,19.714285714285715,0.3575627783427443
warm,2019-08-10,18.3,0.22566428549484557
warm,2019-08-11,21.8,0.4256482944735422
warm,2019-08-12,36.5,0.7885738643245782
warm,2019-08-13,36.214285714285715,0.521908953345536
warm,2019-08-14,38.6,0.8490726528088742
warm,2019-08-15,36.95945945945946,0.7474627699654186
warm,2019-08-16,37.148648648648646,0.7587984577104437
warm,2019-08-17,27.45945945945946,0.4537044628737119
warm,2019-08-18,35.027027027027025,0.5668342180571762
warm,2019-08-19,31.95945945945946,0.5893761584489485
warm,2019-08-20,25.527027027027028,0.5103824251967141
warm,2019-08-21,17.66216216216216,0.18588928181948963
warm,2019-08-22,18.7972972972973,0.4990454324417149
warm,2019-08-23,14.932432432432432,0.08481157830523753
warm,2019-08-24,18.77027027027027,0.16956333535782622
warm,2019-08-25,30.243243243243242,0.8372927607924147
warm,2019-08-26,30.04054054054054,0.6050892702046606
warm,2019-08-27,33.75675675675676,0.6716093859345501
warm,2019-08-28,34.82432432432432,0.7551664435331589
warm,2019-08-29,36.45945945945946,0.7517193451453527
warm,2019-08-30,26.41891891891892,0.43776043878968424
warm,2019-08-31,31.513513513513512,0.5102134359095368
warm,2019-09-01,31.77027027027027,0.4488032947409626
warm,2019-09-02,31.81081081081081,0.5498263960765973
warm,2019-09-03,26.635135135135137,0.6054831567404163
warm,2019-09-04,19.7027027027027,0.6020047400181344
warm,2019-09-05,17.41891891891892,0.19712032871208168
warm,2019-09-06,22.054054054054053,0.36596153727637093
warm,2019-09-07,17.554054054054053,0.2240962696186081
warm,2019-09-08,20.41891891891892,0.3279483460626884
warm,2019-09-09,21.824324324324323,0.2868594942659762
warm,2019-09-10,31.06756756756757,0.8116924636007637
warm,2019-09-11,29.08108108108108,0.5522658464296886
warm,2019-09-12,19.72972972972973,0.22393776165280174
warm,2019-09-13,19.986486486486488,0.2537159912907917
warm,2019-09-14,17.04054054054054,0.14155185912135737
warm,2019-09-15,23,0.29574053232937564
warm,2019-09-16,27.83783783783784,0.5974966715746733
warm,2019-09-17,12.27027027027027,0.041529479537355356
warm,2019-09-18,15.567567567567568,0.4142552573342188
warm,2019-09-19,12.337837837837839,0.047671194793956595
warm,2019-09-20,12.175675675675675,0.04830542925569194
warm,2019-09-21,12.08108108108108,0.04116141189751591
warm,2019-09-22,13.594594594594595,0.06378289305633467
warm,2019-09-23,12.824324324324325,0.07557640421424558
warm,2019-09-24,22.39189189189189,0.40275661206768526
warm,2019-09-25,29.216216216216218,0.5346621047624114
warm,2019-09-26,27.31081081081081,0.6261180244469042
warm,2019-09-27,22.243243243243242,0.4390910031156699
warm,2019-09-28,21.716216216216218,0.4983232171306432
warm,2019-09-29,17.283783783783782,0.3256666416201802
warm,2019-09-30,23.486486486486488,0.5363955187965477
warm,2019-10-01,18.445945945945947,0.5315792465985982
warm,2019-10-02,12.472972972972974,0.16087451737323039
warm,2019-10-03,11.662162162162161,0.047671194793956595
warm,2019-10-04,11.405405405405405,0.04261461245140653
warm,2019-10-05,11.58108108108108,0.04116141189751591
warm,2019-10-06,12.864864864864865,0.08588142326548477
warm,2019-10-07,11.91891891891892,0.04549326548811747
warm,2019-10-08,12.743243243243244,0.16848292080418958
warm,2019-10-09,17.256756756756758,0.4471387269620664
warm,2019-10-10,19.31081081081081,0.5488013663398199
warm,2019-10-11,17.81081081081081,0.35848328695181947
warm,2019-10-12,15.054054054054054,0.15351705574731506
warm,2019-10-13,18.93243243243243,0.3143001676840422
warm,2019-10-14,14.58108108108108,0.11216125763953814
warm,2019-10-15,11.324324324324325,0.03978270660508039
warm,2019-10-16,11.175675675675675,0.03978270660508039
warm,2019-10-17,10.986486486486486,0.036176527937407686
warm,2019-10-18,10.72972972972973,0.041529479537355356
warm,2019-10-20,10.75,0.06786208925382961
warm,2019-10-21,10.84375,0.04729316171669314
warm,2019-10-22,11.65625,0.1923924867337935
warm,2019-10-23,11.671875,0.22180683868969445
warm,2019-10-24,11.5625,0.2150464128448074
warm,2019-10-25,13.453125,0.4721899984722866
warm,2019-10-26,12.296875,0.4600246393953333
warm,2019-10-27,13.578125,0.3300395374347766
warm,2019-10-28,11.671875,0.2371807861156113
warm,2019-10-29,10.890625,0.16609602832397888
warm,2019-10-30,9.90625,0.29821165559424073
warm,2019-10-31,9.71875,0.2578774050753324
warm,2019-11-01,9.46875,0.2943841815909403
warm,2019-11-02,10.046875,0.15120379692866565
warm,2019-11-03,10.3125,0.0625
warm,2019-11-04,10.359375,0.05605645465841527
warm,2019-11-05,10.359375,0.06038508397721645
warm,2019-11-06,10.703125,0.15368355992994803
warm,2019-11-07,10.34375,0.05696233546204301
warm,2019-11-08,10.546875,0.11743086289593493
warm,2019-11-09,10.296875,0.054344401846894715
warm,2019-11-10,11,0.17677669529663687
warm,2019-11-11,10.53125,0.19946690545292906
warm,2019-11-12,10,0.050201208056406176
warm,2019-11-13,10.140625,0.06442352540027595
warm,2019-11-14,9.875,0.07099522928088309
warm,2019-11-15,9.953125,0.04687499999999999
warm,2019-11-16,9.96875,0.03847849734675869
warm,2019-11-17,10.015625,0.04190748619511254
warm,2019-11-18,9.96875,0.03847849734675869
warm,2019-11-19,9.890625,0.06243696417962472
warm,2019-11-20,9.875,0.05499266813300748
warm,2019-11-21,9.40625,0.17739930696849754
warm,2019-11-22,9.546875,0.12966958436299147
warm,2019-11-23,9.6875,0.053834798075881804
warm,2019-11-24,10.015625,0.1040616069660412
warm,2019-11-25,9.359375,0.17993386862014862
warm,2019-11-26,9,0.2322314612900311
warm,2019-11-27,9.3125,0.053834798075881804
warm,2019-11-28,9.125,0.06735198826004057
warm,2019-11-29,8.4375,0.3583325518871198
warm,2019-11-30,8.5,0.2559769394855464
warm,2019-12-01,8.734375,0.14719209079547016
warm,2019-12-02,8.96875,0.03847849734675869
warm,2019-12-03,9.03125,0.044549152810452325
warm,2019-12-04,9.09375,0.0523514603733822
warm,2019-12-05,8.984375,0.035386510722717944
warm,2019-12-06,8.9375,0.04893008507867579
warm,2019-12-07,8.96875,0.03847849734675869
warm,2019-12-08,9.078125,0.05986112540436756
warm,2019-12-09,8.84375,0.11543549204027609
warm,2019-12-10,8.984375,0.04190748619511254
warm,2019-12-11,9.03125,0.044549152810452325
warm,2019-12-12,8.984375,0.035386510722717944
warm,2019-12-13,8.96875,0.03847849734675869
warm,2019-12-14,8.9375,0.04893008507867579
warm,2019-12-15,8.71875,0.1288470508005519
warm,2019-12-16,8.84375,0.06122695418975893
warm,2019-12-17,8.96875,0.03847849734675869
warm,2019-12-18,8.953125,0.04687499999999999
warm,2019-12-19,8.953125,0.041148916959447224
warm,2019-12-20,8.96875,0.03847849734675869
warm,2019-12-21,8.96875,0.03847849734675869
warm,2019-12-22,9.0625,0.04893008507867579
warm,2019-12-23,8.515625,0.17169161771251948
warm,2019-12-24,8.96875,0.03847849734675869
warm,2019-12-25,8.921875,0.05549163970016477
warm,2019-12-26,8.921875,0.03260664110813683
warm,2019-12-27,8.703125,0.11635287461619336
warm,2019-12-28,8.90625,0.03505108598934215
warm,2019-12-29,8.890625,0.06243696417962472
warm,2019-12-30,8.921875,0.05074731341212446
warm,2019-12-31,8.96875,0.03847849734675869
warm,2020-01-01,9.015625,0.04754229335295117
warm,2020-01-02,8.953125,0.041148916959447224
warm,2020-01-03,8.96875,0.03847849734675869
warm,2020-01-04,8.96875,0.044549152810452325
warm,2020-01-05,8.953125,0.04687499999999999
warm,2020-01-06,8.796875,0.09218280127445927
warm,2020-01-07,8.96875,0.03847849734675869
warm,2020-01-08,8.921875,0.05074731341212446
warm,2020-01-09,8.59375,0.1391895826538568
warm,2020-01-10,8.671875,0.05317241716887285
warm,2020-01-11,8.734375,0.05492101641771425
warm,2020-01-12,8.59375,0.0523514603733822
warm,2020-01-13,3.625,0.4562513809082062
warm,2020-01-23,9.185714285714285,0.04143291776679345
warm,2020-01-24,8.4,0.049365724849494176
warm,2020-01-25,8.228571428571428,0.05162427749044595
warm,2020-01-26,8.385714285714286,0.046226126183109464
warm,2020-01-27,8.214285714285714,0.04712630216070573
warm,2020-01-28,8.257142857142858,0.05565284265478469
warm,2020-01-29,8.271428571428572,0.0659222139746393
warm,2020-01-30,8.3,0.055001909821692674
warm,2020-01-31,9.142857142857142,0.1514238147342335
warm,2020-02-01,8.457142857142857,0.04750687067261368
warm,2020-02-02,7.742857142857143,0.07209770614723242
warm,2020-02-03,6.614285714285714,0.10469185332995812
warm,2020-02-04,7.257142857142857,0.05174041774407443
warm,2020-02-05,7.514285714285714,0.06313156292770739
warm,2020-02-06,7.285714285714286,0.11826070453745437
warm,2020-02-07,7.8428571428571425,0.05714285714285714
warm,2020-02-08,7.685714285714286,0.07961491954505553
warm,2020-02-09,6.728571428571429,0.16569544952350718
warm,2020-02-10,6.414285714285715,0.22778225106790173
warm,2020-02-11,7.942857142857143,0.16240243169339544
warm,2020-02-12,12.214285714285714,0.25128720242631003
warm,2020-02-13,9.4,0.20271269564284797
warm,2020-02-14,10.985714285714286,0.12210636341155297
warm,2020-02-15,9.942857142857143,0.17244098804444116
warm,2020-02-16,10.457142857142857,0.2603903247981756
warm,2020-02-17,7.728571428571429,0.0776299591924773
warm,2020-02-18,5.557142857142857,0.17486060303051937
warm,2020-02-19,4.8428571428571425,0.1530796307460262
warm,2020-02-20,5.728571428571429,0.25955914235362954
warm,2020-02-21,7.857142857142857,0.05254621243987725
warm,2020-02-22,7.042857142857143,0.11480972305951967
warm,2020-02-23,7.7,0.09873144969898835
warm,2020-02-24,8.914285714285715,0.6973797641272406
warm,2020-02-25,10.542857142857143,0.15926753108710962
warm,2020-02-26,15.657142857142857,0.3446904765290796
warm,2020-02-27,12.585714285714285,0.19819109940851
warm,2020-02-28,9.314285714285715,0.17282345668013802
warm,2020-02-29,12.528571428571428,0.2905680159769198
warm,2020-03-01,10.4,0.11000381964338535
warm,2020-03-02,7.942857142857143,0.04477501446977217
warm,2020-03-03,9.214285714285714,0.09001800540180062
warm,2020-03-04,10.771428571428572,0.22298854131058468
warm,2020-03-05,8.17142857142857,0.049969978982583214
warm,2020-03-06,7.5285714285714285,0.1762623821776739
warm,2020-03-07,7.5285714285714285,0.0938057557291831
warm,2020-03-08,7.671428571428572,0.22449088726134375
warm,2020-03-09,12.614285714285714,0.5194072713828967
warm,2020-03-10,8.514285714285714,0.11683090252118043
warm,2020-03-11,16.357142857142858,0.46043979185205997
warm,2020-03-12,12.67142857142857,0.1295481110832346
warm,2020-03-13,11.771428571428572,0.23580975912162497
warm,2020-03-14,8.307692307692308,0.1923076923076923
warm,2020-03-15,12.628571428571428,0.47780259326132885
warm,2020-03-16,14.471428571428572,0.45510311747890236
warm,2020-03-17,12.042857142857143,0.28058419591345224
warm,2020-03-18,11.2,0.2570027629580414
warm,2020-03-19,8.9,0.18425411754403961
warm,2020-03-20,9.742857142857142,0.5490141770725512
warm,2020-03-21,9.571428571428571,0.6746125116067196
warm,2020-03-22,8.928571428571429,0.25283506526605687
warm,2020-03-23,15.342857142857143,0.6865366217567751
warm,2020-03-24,13.114285714285714,0.2765982694108125
warm,2020-03-25,20.928571428571427,0.5546377639682389
warm,2020-03-26,13.342857142857143,0.24492446835316237
warm,2020-03-27,13.7,0.17656860023298393
warm,2020-03-28,10.9,0.11189731186834358
warm,2020-03-29,22.2,0.4733218919988575
warm,2020-03-30,13.3,0.2010476761050147
warm,2020-03-31,18.457142857142856,0.3217412111663427
warm,2020-04-01,19.728571428571428,0.5022398808927699
warm,2020-04-02,12.285714285714286,0.1915063180888484
warm,2020-04-03,12.214285714285714,0.22199034187269026
warm,2020-04-04,9.294117647058824,0.23423334863478867
warm,2020-04-05,9.25,0.46836176733166335
warm,2020-04-06,22.705882352941178,0.4625539651798215
warm,2020-04-07,27.264705882352942,0.5244619066207551
warm,2020-04-08,24.636363636363637,0.5122887255171745
warm,2020-04-09,28.484848484848484,0.4694678082220773
warm,2020-04-10,29.59090909090909,0.3171655849307469
warm,2020-04-11,27.318181818181817,0.526665010284385
warm,2020-04-12,28,0.5023618459262449
warm,2020-04-13,28.060606060606062,0.33833201020246373
warm,2020-04-14,26.393939393939394,0.42236122415900657
warm,2020-04-15,23.242424242424242,0.3731781579318276
warm,2020-04-16,23.62121212121212,0.914174548760503
warm,2020-04-17,15.757575757575758,0.464212233965729
warm,2020-04-18,20.545454545454547,1.0186154717747238
warm,2020-04-19,25,0.5686740292251365
warm,2020-04-20,26.78787878787879,0.3569058310929311
warm,2020-04-21,23.227272727272727,0.40539152248336097
warm,2020-04-22,13.575757575757576,0.10234284913716891
warm,2020-04-23,26.71212121212121,0.363478501087732
warm,2020-04-24,20.757575757575758,0.1809083929736296
warm,2020-04-25,27.03030303030303,0.40001147825588135
warm,2020-04-26,23.893939393939394,0.24108888849953886
warm,2020-04-27,25.454545454545453,0.306467251608618
warm,2020-04-28,17.606060606060606,0.15502562067940245
warm,2020-04-29,22.87878787878788,0.200650343002258
warm,2020-04-30,23.196969696969695,0.2836612913158948
warm,2020-05-01,25.393939393939394,0.4691009170101475
warm,2020-05-02,13.257575757575758,0.15709425267672517
warm,2020-05-03,15.712121212121213,0.7213696670297137
warm,2020-05-04,17.545454545454547,0.3401506715249038
warm,2020-05-05,28.863636363636363,0.4612199358235742
warm,2020-05-06,32.07575757575758,0.2879535389393489
warm,2020-05-07,28.560606060606062,0.4736211924905017
warm,2020-05-08,35.81818181818182,0.4666014810829047
warm,2020-05-09,33.833333333333336,0.4172344616155238
warm,2020-05-10,34.878787878787875,0.401247051715723
warm,2020-05-11,30.272727272727273,0.3392637060738345
warm,2020-05-12,27.363636363636363,0.3720036397523292
warm,2020-05-13,29.606060606060606,0.3658981113855588
warm,2020-05-14,26.196969696969695,0.4346167949976522
warm,2020-05-15,21.09090909090909,0.5511070751355519
warm,2020-05-16,14.545454545454545,0.15288209144401946
warm,2020-05-17,17.545454545454547,0.49732410681328415
warm,2020-05-18,30.666666666666668,0.4844488172817192
warm,2020-05-19,32.68181818181818,0.40987929083798713
warm,2020-05-20,25.136363636363637,0.44128381452153637
warm,2020-05-21,26.40909090909091,0.28325634993696847
warm,2020-05-22,29.12121212121212,0.30698181195992136
warm,2020-05-23,31.666666666666668,0.3533301171951971
warm,2020-05-24,31.818181818181817,0.30604560419279025
warm,2020-05-25,23.727272727272727,0.30314865113207345
warm,2020-05-26,33.71212121212121,0.3278649243694303
warm,2020-05-27,33.121212121212125,0.4213919389446478
warm,2020-05-28,31.181818181818183,0.3915648129681994
warm,2020-05-29,33.31818181818182,0.355435460233197
warm,2020-05-30,14.409090909090908,0.14344012294516278
warm,2020-05-31,22.166666666666668,0.7222343627573219
warm,2020-06-01,33.07575757575758,0.47129798009565094
warm,2020-06-02,14.984848484848484,0.09605092676595428
warm,2020-06-03,35.75757575757576,0.34137173994066844
warm,2020-06-04,29.185714285714287,0.32993869705981294
warm,2020-06-05,33,0.6952217871538071
warm,2020-06-06,33.78333333333333,0.3029389883315467
warm,2020-06-07,36.43333333333333,0.2894041970532401
warm,2020-06-08,29.616666666666667,0.3601431175714727
warm,2020-06-09,17.8,0.11646123127807209
warm,2020-06-10,34.35,0.2538779686946186
warm,2020-06-11,31.2,0.33784305680964166
warm,2020-06-12,25.366666666666667,0.41794058130542394
warm,2020-06-13,22.866666666666667,0.6427908498324727
warm,2020-06-14,17.15,0.2807522735089776
warm,2020-06-15,14.7,0.15085960589122316
warm,2020-06-16,30.1,0.4436007317345208
warm,2020-06-17,36.483333333333334,0.3343232427626608
warm,2020-06-18,39.983333333333334,0.29505827724905476
warm,2020-06-19,32.983333333333334,0.24738091682193847
warm,2020-06-20,21.2,0.17875688235283627
warm,2020-06-21,36.53333333333333,0.3571384783530144
warm,2020-06-22,37.56666666666667,0.2612231764080674
warm,2020-06-23,32.18333333333333,0.3615764758563813
warm,2020-06-24,32.81666666666667,0.38318337896587945
warm,2020-06-25,39.38333333333333,0.312280574304779
warm,2020-06-26,28.5,0.5387298813482239
warm,2020-06-27,29.616666666666667,0.4398819939283438
warm,2020-06-28,28.75,0.5423183524483557
warm,2020-06-29,26.933333333333334,0.6110727957337192
warm,2020-06-30,25.333333333333332,0.3210375898545478
warm,2020-07-01,17.4,0.15237582093166127
warm,2020-07-02,26.766666666666666,0.2792985192142075
warm,2020-07-03,18.366666666666667,0.15337830424984947
warm,2020-07-04,37.18333333333333,0.27593449719688007
warm,2020-07-05,39.81666666666667,0.317572811212572
warm,2020-07-06,35.71666666666667,0.29719312708956114
warm,2020-07-07,29.366666666666667,0.2502106392315769
warm,2020-07-08,34.7,0.3131229423269625
warm,2020-07-09,31.9,0.30644419716648497
warm,2020-07-10,31.483333333333334,0.5031414721489061
warm,2020-07-11,18.466666666666665,0.3115896702481711
warm,2020-07-12,28.683333333333334,0.7097366086372089
warm,2020-07-13,28.366666666666667,0.5763207387121617
warm,2020-07-14,30.724137931034484,0.5360100536796488
warm,2020-07-15,35.06896551724138,0.6310539984599669
warm,2020-07-16,27.551724137931036,0.3598925910394694
warm,2020-07-17,33.58620689655172,0.7555496504752529
warm,2020-07-18,34.3448275862069,0.8397100456473049
warm,2020-07-19,32.189655172413794,0.5863879755096624
warm,2020-07-20,38.58620689655172,0.9066900249957935
warm,2020-07-21,38.172413793103445,0.8756685911745152
warm,2020-07-22,34.53448275862069,0.5652776435847026
warm,2020-07-23,32.258620689655174,0.6977359099501568
warm,2020-07-24,31.896551724137932,0.5879429523660972
warm,2020-07-25,36.310344827586206,0.7081569923418225
warm,2020-07-26,31.46551724137931,0.7135782975612888
warm,2020-07-27,27.655172413793103,0.8919810548101956
warm,2020-07-28,27.448275862068964,0.662760696725833
warm,2020-07-29,33.86206896551724,0.641300514255079
warm,2020-07-30,33.775862068965516,0.8644548265258214
warm,2020-07-31,26.70689655172414,0.43444463825264534
warm,2020-08-01,35.775862068965516,0.7134295021184298
warm,2020-08-02,34.758620689655174,0.8284580793235918
warm,2020-08-03,33.53448275862069,0.7636004271647775
warm,2020-08-04,39.793103448275865,0.8228260061017211
warm,2020-08-05,35.1551724137931,0.6428382686016233
warm,2020-08-06,32.94827586206897,0.6618309557816978
warm,2020-08-07,24.948275862068964,0.36751129099156266
warm,2020-08-08,30.79310344827586,0.5562659425840177
warm,2020-08-09,29.25862068965517,0.5149373973471751
