Balanus_glandula,Chthamalus_dalli,Lottia_paradigitalis,Ulothrix_sp,Littorina_scutulata,Littorina_sitkana,Lottia_digitalis,Lottia_scutum,Mytilus_trossulus,Amphipoda,Annelida,Onchidoris_bilamellata,Pagurus_hirsutiusculus,Pyropia_sp,Ulva_sp,Isopoda,Lottia_pelta,Lottia_sp_recruits,Fucus_distichus,Leathesia_marina,Emplectonema_gracile,Mastocarpus_sp_crust,Petalonia_fascia,Scunge,Endocladia_muricata,Savoiea_robusta
0.3132764505119454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14301083246772517,0.06411201179071481,0,0.09382608695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0893580713092731,0.007032095203750451,5.319148936170213e-4,0.21518085106382978,0.0025789813023855577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07737273981555443,0.0018031013342949874,5.319148936170213e-4,0.37122340425531913,0.0019342359767891683,0,0.10638297872340426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06230484351172754,0.00847457627118644,0.011702127659574468,0.6021276595744681,0.005802707930367505,1.3381506757660912e-4,0.1347517730496454,0.02127659574468085,0.010638297872340425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.057838936896376446,0.0018031013342949874,0.007446808510638298,0.786595744680851,0.005480335267569311,1.3381506757660912e-4,0.09929078014184396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06306731537288504,3.606202668589975e-4,0.026595744680851064,0.6764893617021277,0.0032237266279819474,0,0.1702127659574468,0,0.031914893617021274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07189493990206262,0.005048683736025965,0.029891304347826088,0.3690217391304348,0.004835589941972921,0.015923993041616485,0,0,0,0.07008760951188986,0.010638297872340425,1,0.02127659574468085,0.03306887847097007,0.0032702915681639085,0,0,0,0,0,0,0,0,0,0,0
0.07711685356736551,0.0036319612590799033,0.026785714285714288,0.009642857142857142,0.02922077922077922,0.036837376460017966,0.04444444444444444,0.125,0,0.0392156862745098,0,0,0,0.023405972558514933,0.024691358024691357,0.14285714285714285,0.17857142857142858,0.11330049261083744,0,0,0,0,0,0,0,0
0.05718804628319321,0.002687060768912774,0.024390243902439025,0.0012195121951219512,0.03325942350332594,0.01058444546709618,0.047619047619047616,0,0,0.0014347202295552368,0,0,0,0.06510954940057875,0.06583107497741644,0,0.10714285714285714,0.061224489795918366,1,0.3333333333333333,0,0,0,0,0,0
0.3455972696245734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08402730375426622,0.026016949152542372,0.0025,0.04861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05204778156996587,0.0013836042891732965,0,0.16106122448979593,0.004103535353535354,1.2835322808368632e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019467855401546285,0.0012106537530266344,0,0.22285714285714286,0.004019789734075448,0,0.02040816326530612,0,0.04081632653061224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008079682384899351,0.002594258042199931,0.0015306122448979593,0.4498979591836735,0.007730364873222016,0,0.05442176870748299,0,0.030612244897959183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007069722086786933,8.647526807333103e-4,5.102040816326531e-4,0.6915816326530613,0.004329004329004329,2.5670645616737264e-4,0.02040816326530612,0,0.030612244897959183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00445775579856516,3.459010722933241e-4,0.011224489795918368,0.83,0.004947433518862091,1.2835322808368632e-4,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003273664414571289,0.003286060186786579,0.0025510204081632655,0.6507142857142857,0.0012368583797155227,0.0030804774740084712,0,1,0,0.021608643457382955,0.05102040816326531,0,0,0.013697682462815634,0,0,0.5,0,0,0,0,0,0,0,0,0
0.013216178926730085,0.0021637216011539846,0.001595744680851064,0.01776595744680851,6.447453255963894e-4,0.0024086712163789645,0,0.125,0,0.006257822277847309,0,0,0,0.00721240533717995,0.006107171000788021,0,0.06666666666666667,0.027649769585253454,0,0,0,0,0,0,0,0
0.007546454304133485,0.002071563088512241,0.0022222222222222222,0.017195652173913042,0,2.7952480782669466e-4,0,0,0,0,0,0,0,0,0.001107085346215781,0,0,0,0,0,0,0,0,0,0,0
0.05507291343468818,0.002696456086286595,0.025,0.0013636363636363635,0.03168044077134986,0.0065751858204688395,0.09523809523809523,0,0,0,0,0,0,0.018875192604006163,0.041877104377104374,0,0,0.03809523809523809,1,0.3333333333333333,0,0,0,0,0,0
0.3396680111697177,0.2835130970724191,0,0,0.05922865013774105,0,0,0,0.125,0,0,0,0,0.012711864406779662,0,0,0,0,0.004545454545454546,0,0,0,0,0,0,0
0.257679180887372,0.27503852080123264,0.01,0,0.09159779614325068,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20112140419307656,0.27239709443099275,0.0011904761904761906,0,0.16955266955266957,0.006588799041629231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15699658703071673,0.27280064568200163,0.08095238095238096,0,0.386002886002886,0.2698412698412698,0,0,0.1111111111111111,0.0392156862745098,0,0,0,0,0,0,0,0,0,0,0.18181818181818182,0,0,0,0,0
0.16339590443686006,0.2895480225988701,0.40208333333333335,0,0.2689393939393939,0.025157232704402517,0.05555555555555555,0.08333333333333333,0,0.1568627450980392,0,0.041666666666666664,0,0.007768361581920904,0.11666666666666665,0.08333333333333333,0,0,0,0,0.3333333333333333,0.04375,0.015917602996254682,0.0787037037037037,0,0
0.07423208191126279,0.2196327683615819,0.23958333333333331,0,0.17803030303030304,0.007861635220125786,0.1111111111111111,0,0.08333333333333333,0.049019607843137254,0,0.013888888888888888,0,0.0014124293785310734,0.023919753086419752,0,0,0,0,0.1388888888888889,0.16666666666666666,0,0.05149812734082397,0,0.08333333333333333,0
0.059637147476199026,0.0026761819803746653,0.02368421052631579,0.0010526315789473684,0.03508771929824561,0.015226746110559417,0,0,0,0.003095975232198142,0,0,0,0.11864406779661017,0.0935672514619883,0,0.21428571428571427,0.0879120879120879,1,0,0,0,0,0,0,0
0.13705766121789115,0.1159678858162355,0,0,0.029505582137161087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06915753547691755,0.11106155218554861,0,0,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04370496776640121,0.13041431261770245,0,0,0.04713804713804714,0.0013976240391334732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03507773985589685,0.16902071563088514,0.03333333333333333,0,0.20875420875420875,0.05904961565338924,0.02564102564102564,0,0.07142857142857142,0.0196078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.040315699658703075,0.21610169491525424,0.09375,0.019625,0.14204545454545453,0.02122641509433962,0.041666666666666664,0,0,0.17647058823529413,0,0,0,0.07733050847457627,0.09490740740740741,0.25,0,0,0,0,0.125,0.003125,0,0.13825757575757575,0,0
0.019411262798634813,0.1408898305084746,0.078125,0,0.015151515151515152,0.003930817610062893,0,0,0,0.03676470588235294,0,0,0,0,0.0625,0,0,0,0,0,0,0,0.14325842696629212,0,0,0
0.0066552901023890785,0.00211864406779661,0.00125,0.017,0,0,0,0,0,0,0,0,0,0,0.0023148148148148147,0,0,0,0,0,0,0,0,0,0,0
0.21911262798634812,0.17966101694915254,0,0,0.0015151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0
0.17738907849829352,0.23898305084745763,0,0,0.0196969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12568259385665528,0.2097457627118644,0.00125,0,0.04393939393939394,0.005974842767295598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1068259385665529,0.23940677966101695,0.05375,0,0.1787878787878788,0.04591194968553459,0.047619047619047616,0.25,0,0.03361344537815126,0,0,0,0,0.0030864197530864196,0,0,0,0,0,0.1,0,0,0,0,0
0.11309339125038784,0.28197226502311246,0.2318181818181818,1.8181818181818183e-4,0.15426997245179064,0.024585477415666093,0.0606060606060606,0,0,0.0481283422459893,0,0,0,0.02804314329738059,0.13804713804713806,0.09090909090909091,0.045454545454545456,0,0,0,0.18181818181818182,0.11818181818181818,0.07660878447395301,0.12764003673094582,0,0
0.031647533354017994,0.17565485362095531,0.10454545454545455,0.01,0.049586776859504134,0.0068610634648370505,0.0606060606060606,0,0,0.0427807486631016,0,0,0,0.010015408320493066,0.117003367003367,0,0,0,0,0,0,0,0.23391215526046985,0,0,0.09090909090909091
0.00825938566552901,0.002033898305084746,0.003,0.01804,0,5.031446540880503e-4,0,0,0,0,0,0,0,0,1.8518518518518518e-4,0,0,0,0,0,0,0,0,0,0,0
0.08027303754266212,0.1176271186440678,0,0,0.0012121212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.040546075085324235,0.10067796610169491,0,0,0.0012121212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022252559726962457,0.09220338983050848,0,0,0.009696969696969697,0.003522012578616352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025938566552901023,0.10847457627118644,0.023,0.067,0.10303030303030303,0.043270440251572326,0.0392156862745098,0,0,0.00392156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.030716723549488054,0.1239406779661017,0.046875,0.0111875,0.014204545454545456,0.004323899371069182,0,0,0,0.19852941176470587,0,0,0,0.10699152542372882,0.029513888888888888,0.0625,0,0,0,0,0,0.08359375,0.0014044943820224719,0.09059343434343434,0,0
0.00575938566552901,0.04025423728813559,0.028125,0.004,9.46969696969697e-4,0.0019654088050314465,0,0,0,0,0,0,0,0.005296610169491525,0.015625,0,0,0,0,0,0,0,0.12921348314606743,0,0,0
