date,treatment,basal_diameter_mm,block,number,status
2020-09-14,WC,6.3,F,5,alive
2020-09-14,WC,4.8,F,5,alive
2020-09-14,WC,4.4,F,5,alive
2020-09-14,WC,4.6,F,5,alive
2020-09-14,WC,7.2,F,5,alive
2020-09-14,WC,6,F,5,alive
2020-09-14,WC,6.3,F,5,alive
2020-09-14,WC,4.3,F,5,alive
2020-09-14,WC,6.3,F,5,alive
2020-09-14,WC,5.1,F,5,alive
2020-09-14,CW,5.9,F,3,alive
2020-09-14,CW,6.7,F,3,alive
2020-09-14,CW,5.4,F,3,alive
2020-09-14,CC,7.3,F,4,alive
2020-09-14,CC,7.8,F,4,alive
2020-09-14,CC,7.7,F,4,alive
2020-09-14,CC,6.8,F,4,alive
2020-09-14,CC,4.8,F,4,alive
2020-09-14,CC,9.3,F,4,alive
2020-09-14,CC,8.2,F,4,alive
2020-09-14,CC,6.4,F,4,alive
2020-09-14,CC,7.4,F,4,alive
2020-09-14,CC,11.5,F,4,alive
2020-09-14,WW,4.2,F,2,alive
2020-09-14,WW,5.8,E,16,alive
2020-09-14,WW,6.7,E,16,alive
2020-09-14,WW,8.8,E,16,alive
2020-09-14,WW,5.7,E,16,alive
2020-09-14,WW,4.6,E,16,alive
2020-09-14,WW,5.6,E,16,alive
2020-09-14,WW,5.9,E,16,alive
2020-09-14,WW,6.2,E,16,alive
2020-09-14,WW,5.8,E,16,alive
2020-09-14,WW,4.5,E,16,alive
2020-09-14,CW,9.7,E,14,alive
2020-09-14,CW,5.6,E,14,dead
2020-09-14,CW,7.3,E,14,alive
2020-09-14,CW,7.9,E,14,alive
2020-09-14,CW,7.9,E,14,alive
2020-09-14,CW,5,E,14,alive
2020-09-14,CW,5.1,E,14,alive
2020-09-14,CW,5.2,E,14,alive
2020-09-14,CW,7.9,E,14,alive
2020-09-14,CW,9.4,E,13,alive
2020-09-14,CW,10.5,E,13,alive
2020-09-14,CW,8.7,E,13,alive
2020-09-14,CW,11.7,E,13,alive
2020-09-14,CW,11.9,E,13,alive
2020-09-14,CW,7.1,E,13,alive
2020-09-14,CW,11,E,13,dead
2020-09-14,CW,8.3,E,13,dead
2020-09-14,CW,11,E,13,dead
2020-09-14,CW,4,E,13,dead
2020-09-14,CW,10,E,12,alive
2020-09-14,CW,10.6,E,12,alive
2020-09-14,CW,9.1,E,12,alive
2020-09-14,CW,3.4,E,12,alive
2020-09-14,CW,6,E,12,alive
2020-09-14,CW,8.3,E,12,dead
2020-09-14,CW,6.7,E,12,dead
2020-09-14,CW,7.3,E,12,dead
2020-09-14,CW,7.7,E,12,dead
2020-09-14,CW,4.8,E,12,dead
2020-09-14,WC,9.3,E,11,alive
2020-09-14,WC,9.7,E,11,alive
2020-09-14,WC,6.3,E,11,alive
2020-09-14,WC,6.4,E,11,alive
2020-09-14,WC,6.5,E,11,alive
2020-09-14,WC,7.6,E,11,alive
2020-09-14,WC,6.8,E,11,alive
2020-09-14,WC,5.3,E,11,alive
2020-09-14,WC,6.6,E,11,alive
2020-09-14,WC,8.1,E,11,alive
2020-09-14,CC,8.7,E,10,alive
2020-09-14,CC,7.8,E,10,alive
2020-09-14,CC,5.4,E,10,alive
2020-09-14,CC,3.3,E,10,alive
2020-09-14,CC,3.6,E,10,alive
2020-09-14,CC,5.1,E,10,alive
2020-09-14,CC,10.8,E,10,alive
2020-09-14,CC,5.6,E,10,alive
2020-09-14,CC,10.2,E,10,alive
2020-09-14,CC,4.4,E,10,alive
2020-09-14,CC,10.6,E,9,alive
2020-09-14,CC,6,E,9,alive
2020-09-14,CC,5.8,E,9,alive
2020-09-14,CC,8.8,E,9,alive
2020-09-14,CC,7.5,E,9,alive
2020-09-14,CC,5,E,9,alive
2020-09-14,CC,6.6,E,9,alive
2020-09-14,CC,4.1,E,9,alive
2020-09-14,CC,5,E,9,alive
2020-09-14,CC,5,E,9,alive
2020-09-14,CC,9.4,E,8,alive
2020-09-14,CC,10.1,E,8,alive
2020-09-14,CC,8.1,E,8,alive
2020-09-14,CC,9.2,E,8,alive
2020-09-14,CC,8.5,E,8,alive
2020-09-14,CC,8.4,E,8,alive
2020-09-14,CC,4.3,E,8,alive
2020-09-14,CC,9.1,E,8,alive
2020-09-14,CC,5.3,E,8,alive
2020-09-14,CC,6.8,E,8,alive
2020-09-14,WC,11.1,E,7,alive
2020-09-14,WC,6.3,E,7,alive
2020-09-14,WC,11.1,E,7,alive
2020-09-14,WC,6.7,E,7,alive
2020-09-14,WC,7.6,E,7,alive
2020-09-14,WC,7.1,E,7,alive
2020-09-14,WC,7.1,E,7,alive
2020-09-14,WC,8.9,E,7,alive
2020-09-14,WC,9,E,7,alive
2020-09-14,WC,4.3,E,7,alive
2020-09-14,WW,6.8,E,6,alive
2020-09-14,WW,7.3,E,6,alive
2020-09-14,WW,7.4,E,6,alive
2020-09-14,WW,3.4,E,6,alive
2020-09-14,WC,6.9,E,4,alive
2020-09-14,WC,7.8,E,4,alive
2020-09-14,WC,5.2,E,4,alive
2020-09-14,WC,4.5,E,4,alive
2020-09-14,WC,6.6,E,4,alive
2020-09-14,WC,7.7,E,4,alive
2020-09-14,WC,4.5,E,4,alive
2020-09-14,WC,5,E,4,alive
2020-09-14,WC,4.2,E,4,alive
2020-09-14,WC,7.1,E,4,alive
2020-09-14,CC,10.5,A,16,alive
2020-09-14,CC,6.6,A,16,alive
2020-09-14,CC,6.8,A,16,alive
2020-09-14,CC,7.1,A,16,alive
2020-09-14,CC,8.3,A,16,alive
2020-09-14,CC,10,A,16,alive
2020-09-14,CC,8,A,16,alive
2020-09-14,CC,8.9,A,16,alive
2020-09-14,CC,5.4,A,16,alive
2020-09-14,CC,6.2,A,16,alive
2020-09-14,WW,7.9,A,15,alive
2020-09-14,WW,6.3,A,15,alive
2020-09-14,WW,3.8,A,14,alive
2020-09-14,CW,5.7,A,13,alive
2020-09-14,CW,6.9,A,13,alive
2020-09-14,CW,5.8,A,13,alive
2020-09-14,CW,7.6,A,13,alive
2020-09-14,CW,6.3,A,13,alive
2020-09-14,CW,5.9,A,13,alive
2020-09-14,CW,11.2,A,13,alive
2020-09-14,CW,13.1,A,13,alive
2020-09-14,CW,10.7,A,13,dead
2020-09-14,CW,9.6,A,13,dead
2020-09-14,CW,7.1,A,12,alive
2020-09-14,CW,6.2,A,12,alive
2020-09-14,CW,5.7,A,12,alive
2020-09-14,CW,5.9,A,12,alive
2020-09-14,CW,5.5,A,12,alive
2020-09-14,CW,5.8,A,12,alive
2020-09-14,CW,5.1,A,12,alive
2020-09-14,CW,3.3,A,12,alive
2020-09-14,CW,4.9,A,12,alive
2020-09-14,CW,5.4,A,12,alive
2020-09-14,CW,4.4,A,11,alive
2020-09-14,CW,6.7,A,11,alive
2020-09-14,CW,8.1,A,11,alive
2020-09-14,CW,5.8,A,11,alive
2020-09-14,CW,8.9,A,11,alive
2020-09-14,CW,7.6,A,11,alive
2020-09-14,CW,8.2,A,11,alive
2020-09-14,CW,6,A,11,alive
2020-09-14,CW,4.6,A,11,alive
2020-09-14,CW,4.7,A,11,alive
2020-09-14,WC,6.7,A,10,alive
2020-09-14,WC,5.7,A,10,alive
2020-09-14,WC,3.3,A,10,alive
2020-09-14,WC,4.1,A,10,alive
2020-09-14,WC,4.6,A,10,alive
2020-09-14,WC,11,A,10,alive
2020-09-14,WC,5.1,A,10,alive
2020-09-14,WC,6.5,A,10,alive
2020-09-14,WC,6.2,A,10,alive
2020-09-14,WC,5.6,A,10,alive
2020-09-14,CC,6.9,A,9,alive
2020-09-14,CC,7.4,A,9,alive
2020-09-14,CC,14.6,A,9,alive
2020-09-14,CC,7.3,A,9,alive
2020-09-14,CC,6.8,A,9,alive
2020-09-14,CC,6.9,A,9,alive
2020-09-14,CC,7.8,A,9,alive
2020-09-14,CC,4.3,A,9,alive
2020-09-14,CC,5.6,A,9,alive
2020-09-14,CC,7.7,A,9,alive
2020-09-14,CW,5.4,A,8,alive
2020-09-14,CW,6.4,A,8,alive
2020-09-14,CW,6.6,A,8,alive
2020-09-14,CC,8.6,A,7,alive
2020-09-14,CC,11.1,A,7,alive
2020-09-14,CC,5.3,A,7,alive
2020-09-14,CC,6.7,A,7,alive
2020-09-14,CC,5,A,7,alive
2020-09-14,CC,5.3,A,7,alive
2020-09-14,WC,3.1,A,6,alive
2020-09-14,WC,4.9,A,5,alive
2020-09-14,WC,3.7,A,5,alive
2020-09-14,WC,4.3,A,5,alive
2020-09-14,WC,3.7,A,5,alive
2020-09-14,WC,2.9,A,5,alive
2020-09-14,WC,2.2,A,5,alive
2020-09-14,WW,6,A,4,alive
2020-09-14,WW,5.5,A,4,alive
2020-09-14,WW,6,A,4,alive
2020-09-14,WW,5.7,A,4,alive
2020-09-14,WW,7.1,A,4,alive
2020-09-14,WW,7.2,A,4,alive
2020-09-14,WW,7,A,4,alive
2020-09-14,WW,6.3,A,4,alive
2020-09-14,WW,6.7,A,4,alive
2020-09-14,WW,5.9,A,4,alive
2020-09-14,CC,11.6,A,2,alive
2020-09-14,CC,5.2,A,2,alive
2020-09-14,CC,4.6,A,2,alive
2020-09-14,CC,8,A,2,alive
2020-09-14,CC,6.1,A,2,alive
2020-09-14,CC,13.4,A,2,alive
2020-09-14,CC,4.9,A,2,alive
2020-09-14,CC,4.3,A,2,alive
2020-09-14,CC,7,A,2,alive
2020-09-14,CC,7.4,A,2,alive
2020-09-14,WC,7.2,A,1,alive
2020-09-14,WC,7,A,1,alive
2020-09-14,WC,6.3,A,1,alive
2020-09-14,WC,6.8,A,1,alive
2020-09-14,WC,8.1,A,1,alive
2020-09-14,WC,4.5,A,1,alive
2020-09-14,WC,3.7,A,1,alive
2020-09-14,WC,5.7,A,1,alive
2020-09-14,WC,4,A,1,alive
2020-09-14,WC,4.5,A,1,alive
2020-09-14,WW,6,D,16,alive
2020-09-14,WC,7.2,D,15,alive
2020-09-14,WC,5.1,D,15,alive
2020-09-14,WC,3.5,D,15,alive
2020-09-14,WC,4.6,D,15,alive
2020-09-14,WC,5.1,D,15,alive
2020-09-14,WC,8.3,D,15,alive
2020-09-14,WC,4.6,D,15,alive
2020-09-14,WC,6.5,D,15,alive
2020-09-14,WC,6.3,D,15,alive
2020-09-14,WC,8.9,D,15,alive
2020-09-14,WC,8.2,D,14,alive
2020-09-14,WC,8,D,14,alive
2020-09-14,WC,5.4,D,14,alive
2020-09-14,WC,8.1,D,14,alive
2020-09-14,WC,7.5,D,14,alive
2020-09-14,WC,5.5,D,14,alive
2020-09-14,WC,5.9,D,14,alive
2020-09-14,WC,8,D,14,alive
2020-09-14,WC,5.2,D,14,alive
2020-09-14,WC,4.4,D,14,alive
2020-09-14,CW,6.2,D,13,alive
2020-09-14,CW,5.8,D,13,alive
2020-09-14,CW,6.5,D,13,alive
2020-09-14,CW,6.2,D,13,alive
2020-09-14,CW,6.2,D,13,alive
2020-09-14,CW,11.9,D,13,alive
2020-09-14,CW,11.1,D,13,alive
2020-09-14,CW,5.7,D,13,alive
2020-09-14,CW,4.9,D,13,alive
2020-09-14,CW,8.2,D,13,dead
2020-09-14,WC,6,D,12,alive
2020-09-14,WC,4.6,D,12,alive
2020-09-14,WC,5.7,D,12,alive
2020-09-14,WC,6.1,D,12,alive
2020-09-14,WC,6.9,D,12,alive
2020-09-14,WC,7.3,D,12,alive
2020-09-14,WC,5.3,D,12,alive
2020-09-14,WC,5.2,D,12,alive
2020-09-14,WC,4.9,D,12,alive
2020-09-14,WC,5.7,D,12,alive
2020-09-14,CW,7.3,D,11,alive
2020-09-14,CW,7.5,D,11,alive
2020-09-14,CW,5.7,D,11,alive
2020-09-14,CW,6.6,D,11,alive
2020-09-14,CW,6.7,D,11,alive
2020-09-14,CW,4.5,D,11,alive
2020-09-14,CW,6.1,D,11,alive
2020-09-14,CW,6.6,D,11,alive
2020-09-14,CW,5.1,D,11,alive
2020-09-14,CW,6.6,D,11,alive
2020-09-14,WW,5.9,D,9,alive
2020-09-14,WW,8.3,D,9,alive
2020-09-14,WW,7.2,D,9,alive
2020-09-14,WW,7.6,D,9,alive
2020-09-14,WW,4.7,D,9,alive
2020-09-14,WW,5.4,D,9,alive
2020-09-14,WW,10.7,D,9,alive
2020-09-14,WW,4.7,D,9,alive
2020-09-14,WW,6,D,9,alive
2020-09-14,WW,5.5,D,9,alive
2020-09-14,WW,5.3,D,8,alive
2020-09-14,WW,5.8,D,8,alive
2020-09-14,WW,5.5,D,8,alive
2020-09-14,WW,5,D,8,alive
2020-09-14,WW,4.5,D,8,alive
2020-09-14,WW,4.3,D,8,alive
2020-09-14,WW,11.5,D,8,alive
2020-09-14,WW,5.9,D,8,alive
2020-09-14,WW,5.1,D,8,alive
2020-09-14,WW,6.7,D,8,alive
2020-09-14,WW,5,D,7,alive
2020-09-14,WW,5,D,7,alive
2020-09-14,WW,4.2,D,7,alive
2020-09-14,WW,5,D,7,alive
2020-09-14,WW,4.3,D,7,alive
2020-09-14,WW,4.3,D,7,alive
2020-09-14,WW,6,D,7,alive
2020-09-14,WW,3.8,D,7,alive
2020-09-14,CC,5.5,D,6,alive
2020-09-14,CC,5.2,D,6,alive
2020-09-14,CC,4.8,D,6,alive
2020-09-14,CC,8.5,D,6,alive
2020-09-14,CC,5.2,D,6,alive
2020-09-14,CC,6.6,D,6,alive
2020-09-14,CC,4.9,D,6,alive
2020-09-14,CC,4.6,D,6,alive
2020-09-14,CC,5.4,D,6,alive
2020-09-14,CC,4.9,D,6,alive
2020-09-14,CC,9.6,D,5,alive
2020-09-14,CC,5.2,D,5,alive
2020-09-14,CC,6.8,D,5,alive
2020-09-14,CC,6.1,D,5,alive
2020-09-14,CC,6.5,D,5,alive
2020-09-14,CC,5.4,D,5,alive
2020-09-14,CC,5.7,D,5,alive
2020-09-14,CC,7.8,D,5,alive
2020-09-14,CC,6.1,D,5,alive
2020-09-14,CC,4.5,D,5,alive
2020-09-14,CW,7.8,D,4,alive
2020-09-14,CW,6.3,D,4,alive
2020-09-14,CW,4.4,D,4,alive
2020-09-14,CW,5.1,D,4,alive
2020-09-14,CW,5.1,D,4,alive
2020-09-14,CW,3.9,D,4,alive
2020-09-14,CW,4.6,D,4,alive
2020-09-14,CW,7.3,D,4,alive
2020-09-14,CW,4.7,D,4,alive
2020-09-14,CW,6.8,D,4,alive
2020-09-14,CC,17.1,D,2,alive
2020-09-14,CC,6.2,D,2,alive
2020-09-14,CC,4.9,D,2,alive
2020-09-14,CC,4.8,D,2,alive
2020-09-14,CC,5.7,D,2,alive
2020-09-14,CC,4.9,D,2,alive
2020-09-14,CC,6.9,D,2,alive
2020-09-14,CC,5,D,2,alive
2020-09-14,CC,6.3,D,2,alive
2020-09-14,CC,6.2,D,2,alive
2020-09-14,CC,5.9,D,1,alive
2020-09-14,CC,4.5,D,1,alive
2020-09-14,CC,5.1,D,1,alive
2020-09-14,CC,3.3,D,1,alive
2020-09-14,CC,4.6,D,1,alive
2020-09-14,CC,5,D,1,alive
2020-09-14,CC,7.2,D,1,alive
2020-09-14,CC,4.1,D,1,alive
2020-09-14,CC,5.7,D,1,alive
2020-09-14,CC,4.4,D,1,alive
2020-09-14,CW,10,C,16,alive
2020-09-14,CW,8.3,C,16,alive
2020-09-14,CW,6.4,C,16,alive
2020-09-14,CW,4,C,16,alive
2020-09-14,CW,8.7,C,16,alive
2020-09-14,CW,10.5,C,16,alive
2020-09-14,CW,8,C,16,dead
2020-09-14,CW,6.8,C,16,dead
2020-09-14,CW,5.7,C,16,dead
2020-09-14,CW,10.9,C,16,dead
2020-09-14,CC,8.7,C,15,alive
2020-09-14,CC,11.2,C,15,alive
2020-09-14,CC,5.3,C,15,alive
2020-09-14,CC,7.7,C,15,alive
2020-09-14,CC,6,C,15,alive
2020-09-14,CC,8.3,C,15,alive
2020-09-14,CC,7.3,C,15,alive
2020-09-14,CC,6.2,C,15,alive
2020-09-14,CC,6.6,C,15,alive
2020-09-14,CC,8.2,C,15,alive
2020-09-14,CW,10.5,C,14,alive
2020-09-14,CW,7.1,C,14,alive
2020-09-14,CW,9.9,C,14,alive
2020-09-14,CW,5.7,C,14,alive
2020-09-14,CW,5.7,C,14,alive
2020-09-14,CW,6.8,C,14,alive
2020-09-14,CW,7.7,C,14,alive
2020-09-14,CW,8.2,C,14,alive
2020-09-14,CW,5.7,C,14,alive
2020-09-14,CW,11.9,C,14,alive
2020-09-14,WW,7.2,C,12,alive
2020-09-14,WW,5.8,C,12,alive
2020-09-14,WW,8.1,C,12,alive
2020-09-14,WW,8.3,C,12,alive
2020-09-14,WW,5.8,C,12,alive
2020-09-14,WW,6.6,C,12,alive
2020-09-14,WW,4.5,C,12,alive
2020-09-14,WW,7.5,C,12,alive
2020-09-14,WW,4.7,C,12,alive
2020-09-14,WW,6.3,C,12,alive
2020-09-14,WW,6.5,C,11,alive
2020-09-14,WW,8.8,C,11,alive
2020-09-14,WW,6.7,C,11,alive
2020-09-14,WW,6.1,C,11,alive
2020-09-14,WW,6.7,C,11,alive
2020-09-14,WW,5.9,C,11,alive
2020-09-14,WW,6.2,C,11,alive
2020-09-14,WW,4.9,C,11,alive
2020-09-14,WW,5.6,C,11,alive
2020-09-14,WW,8,C,11,alive
2020-09-14,WW,4.9,C,10,alive
2020-09-14,WW,4.2,C,10,alive
2020-09-14,WW,4.8,C,10,alive
2020-09-14,WW,6.3,C,10,alive
2020-09-14,WW,7.1,C,10,alive
2020-09-14,WW,4.8,C,10,alive
2020-09-14,WW,5.5,C,10,alive
2020-09-14,WW,4.6,C,10,alive
2020-09-14,WW,4.9,C,10,alive
2020-09-14,WW,4.3,C,10,alive
2020-09-14,CC,8,C,9,alive
2020-09-14,CC,7.3,C,9,alive
2020-09-14,CC,3.7,C,9,alive
2020-09-14,CC,4.5,C,9,alive
2020-09-14,CC,4.3,C,9,alive
2020-09-14,CC,6.6,C,9,alive
2020-09-14,CC,4.8,C,9,alive
2020-09-14,CC,4.5,C,9,alive
2020-09-14,CC,5.9,C,9,alive
2020-09-14,CC,7.9,C,9,alive
2020-09-14,WC,8.2,C,8,alive
2020-09-14,WC,6.4,C,8,alive
2020-09-14,WC,5,C,8,alive
2020-09-14,WC,6.7,C,8,alive
2020-09-14,WC,5.8,C,8,alive
2020-09-14,WC,6.9,C,8,alive
2020-09-14,WC,7.5,C,8,alive
2020-09-14,WC,6.4,C,8,alive
2020-09-14,WC,6.5,C,8,alive
2020-09-14,WC,4.8,C,8,alive
2020-09-14,WC,7.4,C,7,alive
2020-09-14,WC,6.1,C,7,alive
2020-09-14,WC,6.4,C,7,alive
2020-09-14,WC,3.3,C,7,alive
2020-09-14,WC,6.1,C,7,alive
2020-09-14,WC,7.9,C,7,alive
2020-09-14,WC,5.9,C,7,alive
2020-09-14,WC,6.6,C,7,alive
2020-09-14,WC,5.1,C,7,alive
2020-09-14,WC,5.1,C,7,alive
2020-09-14,WW,6.1,C,6,alive
2020-09-14,WW,7.8,C,6,alive
2020-09-14,WW,6.8,C,6,alive
2020-09-14,WW,6.0,C,6,alive
2020-09-14,WW,7.9,C,6,alive
2020-09-14,WW,5.9,C,6,alive
2020-09-14,WW,6.6,C,6,alive
2020-09-14,WW,3.9,C,6,alive
2020-09-14,WW,5.5,C,6,alive
2020-09-14,WW,6.4,C,6,alive
2020-09-14,WC,7.2,C,4,alive
2020-09-14,WC,6.8,C,4,alive
2020-09-14,WC,5.7,C,4,alive
2020-09-14,WC,7.5,C,4,alive
2020-09-14,WC,4.4,C,4,alive
2020-09-14,WC,6.6,C,4,alive
2020-09-14,WC,6.2,C,4,alive
2020-09-14,WC,5.4,C,4,alive
2020-09-14,WC,6.6,C,4,alive
2020-09-14,WC,5.8,C,4,alive
2020-09-14,CC,9.4,C,3,alive
2020-09-14,CC,4.0,C,3,alive
2020-09-14,CC,2.8,C,3,alive
2020-09-14,CC,5.5,C,3,alive
2020-09-14,CC,6.2,C,3,alive
2020-09-14,CC,4.6,C,3,alive
2020-09-14,CC,6.6,C,3,alive
2020-09-14,CC,5.5,C,3,alive
2020-09-14,CC,5.7,C,3,alive
2020-09-14,CC,6.7,C,3,alive
2020-09-14,WW,4.3,C,1,alive
2020-09-14,WW,4.9,B,14,alive
2020-09-14,CC,7.9,B,13,alive
2020-09-14,CC,9.0,B,13,alive
2020-09-14,CC,3.6,B,13,alive
2020-09-14,CC,6.2,B,13,alive
2020-09-14,CC,7.8,B,13,alive
2020-09-14,CC,3.6,B,13,alive
2020-09-14,CC,4.5,B,13,alive
2020-09-14,CC,4.1,B,13,alive
2020-09-14,CC,3.9,B,13,alive
2020-09-14,CC,5.1,B,13,alive
2020-09-14,WC,4,B,8,alive
2020-09-14,WC,4,B,8,alive
2020-09-14,WC,5.9,B,8,alive
2020-09-14,CC,6.5,B,5,alive
2020-09-14,CC,5.8,B,5,alive
2020-09-14,CC,6.0,B,5,alive
2020-09-14,CC,6.0,B,5,alive
2020-09-14,CC,4.0,B,5,alive
2020-09-14,CC,4.0,B,5,alive
2020-09-14,CC,5.7,B,5,alive
2020-09-14,CC,5.2,B,5,alive
2020-09-14,CC,7.6,B,5,alive
2020-09-14,CC,4.5,B,5,alive
2020-09-14,CC,9.9,B,4,alive
2020-09-14,CC,9.2,B,4,alive
2020-09-14,CC,3.9,B,4,alive
2020-09-14,CC,8.5,B,4,alive
2020-09-14,CC,4.1,B,4,alive
2020-09-14,CC,6.3,B,4,alive
2020-09-14,CC,6.9,B,4,alive
2020-09-14,CC,4.0,B,4,alive
2020-09-14,CC,7.1,B,4,alive
2020-09-14,CC,6.4,B,4,alive
2020-09-14,WW,7.8,B,2,alive
2020-09-14,WW,4.6,B,2,alive
2020-09-14,WW,5.2,B,2,alive
2020-09-14,WW,3.1,B,2,alive
2020-09-14,WC,7.6,B,1,alive
2020-09-14,WC,5.4,B,1,alive
2020-09-14,WC,6.4,B,1,alive
2020-09-14,WC,6.7,B,1,alive
2020-09-14,WC,7.2,B,1,alive
2020-09-14,WC,8.0,B,1,alive
2020-09-14,WC,6.6,B,1,alive
2020-09-14,WC,5.2,B,1,alive
2020-09-14,WC,8.4,B,1,alive
2020-09-14,WC,7.5,B,1,alive