"","X1","date","block","number","species","percent_cover","colour","timediff"
"337",2102,2019-07-18,"D",2,"ulothrix",85.5,"ambient",13.8154761904762
"338",2103,2019-07-18,"D",3,"ulothrix",57,"warm",13.8154761904762
"339",2104,2019-07-18,"D",4,"ulothrix",73.5,"ambient",13.8154761904762
"340",2105,2019-07-18,"D",5,"ulothrix",58,"ambient",13.8154761904762
"341",2106,2019-07-18,"D",6,"ulothrix",40,"ambient",13.8154761904762
"342",2107,2019-07-18,"D",7,"ulothrix",28,"warm",13.8154761904762
"343",2108,2019-07-18,"D",8,"ulothrix",17,"warm",13.8154761904762
"344",2109,2019-07-18,"D",9,"ulothrix",14.5,"warm",13.8154761904762
"345",2110,2019-07-18,"D",10,"ulothrix",62.5,"ambient",13.8154761904762
"346",2111,2019-07-18,"D",11,"ulothrix",22.5,"ambient",13.8154761904762
"347",2112,2019-07-18,"D",12,"ulothrix",2,"warm",13.8154761904762
"348",2113,2019-07-18,"D",13,"ulothrix",4,"ambient",13.8154761904762
"349",2114,2019-07-18,"D",14,"ulothrix",51,"warm",13.8154761904762
"350",2115,2019-07-18,"D",15,"ulothrix",22,"warm",13.8154761904762
"351",2116,2019-07-18,"D",16,"ulothrix",41.5,"warm",13.8154761904762
"352",2117,2019-07-18,"E",1,"ulothrix",69,"warm",13.8154761904762
"353",2118,2019-07-18,"E",2,"ulothrix",88,"ambient",13.8154761904762
"354",2119,2019-07-18,"E",3,"ulothrix",71,"warm",13.8154761904762
"355",2120,2019-07-18,"E",4,"ulothrix",79.5,"warm",13.8154761904762
"356",2121,2019-07-18,"E",5,"ulothrix",79.5,"ambient",13.8154761904762
"357",2122,2019-07-18,"E",6,"ulothrix",69.5,"warm",13.8154761904762
"358",2123,2019-07-18,"E",7,"ulothrix",75.5,"warm",13.8154761904762
"359",2124,2019-07-18,"E",8,"ulothrix",98,"ambient",13.8154761904762
"360",2125,2019-07-18,"E",9,"ulothrix",91.5,"ambient",13.8154761904762
"361",2126,2019-07-18,"E",10,"ulothrix",94.5,"ambient",13.8154761904762
"362",2127,2019-07-18,"E",11,"ulothrix",72,"warm",13.8154761904762
"363",2128,2019-07-18,"E",12,"ulothrix",90,"ambient",13.8154761904762
"364",2129,2019-07-18,"E",13,"ulothrix",98,"ambient",13.8154761904762
"365",2130,2019-07-18,"E",14,"ulothrix",82.5,"ambient",13.8154761904762
"366",2131,2019-07-18,"E",15,"ulothrix",66,"warm",13.8154761904762
"367",2132,2019-07-18,"E",16,"ulothrix",75.5,"warm",13.8154761904762
"368",2133,2019-07-18,"F",1,"ulothrix",60.5,"warm",13.8154761904762
"369",2134,2019-07-18,"F",2,"ulothrix",76,"warm",13.8154761904762
"370",2135,2019-07-18,"F",3,"ulothrix",87,"ambient",13.8154761904762
"371",2136,2019-07-18,"F",4,"ulothrix",88,"ambient",13.8154761904762
"372",2137,2019-07-18,"F",5,"ulothrix",92,"warm",13.8154761904762
"373",2138,2019-07-18,"F",6,"ulothrix",68.5,"warm",13.8154761904762
"374",2139,2019-07-18,"F",7,"ulothrix",99,"ambient",13.8154761904762
"375",2140,2019-07-18,"F",8,"ulothrix",81.5,"warm",13.8154761904762
"376",2141,2019-07-18,"F",9,"ulothrix",96,"ambient",13.8154761904762
"377",2142,2019-07-18,"F",10,"ulothrix",46.5,"warm",13.8154761904762
"378",2143,2019-07-18,"F",11,"ulothrix",20,"ambient",13.8154761904762
"379",2144,2019-07-18,"F",12,"ulothrix",66,"ambient",13.8154761904762
"380",2145,2019-07-18,"F",13,"ulothrix",21.5,"warm",13.8154761904762
"381",2146,2019-07-18,"F",14,"ulothrix",46.5,"ambient",13.8154761904762
"382",2147,2019-07-18,"F",15,"ulothrix",16,"ambient",13.8154761904762
"383",2148,2019-07-18,"F",16,"ulothrix",56.5,"warm",13.8154761904762
"384",2917,2019-07-31,"A",1,"ulothrix",98,"warm",15.672619047619
"385",2918,2019-07-31,"A",2,"ulothrix",78,"warm",15.672619047619
"386",2919,2019-07-31,"A",3,"ulothrix",96.5,"ambient",15.672619047619
"387",2920,2019-07-31,"A",4,"ulothrix",96,"warm",15.672619047619
"388",2921,2019-07-31,"A",5,"ulothrix",88,"warm",15.672619047619
"389",2922,2019-07-31,"A",6,"ulothrix",54.5,"warm",15.672619047619
"390",2923,2019-07-31,"A",7,"ulothrix",99.5,"ambient",15.672619047619
"391",2924,2019-07-31,"A",8,"ulothrix",99.5,"ambient",15.672619047619
"392",2925,2019-07-31,"A",9,"ulothrix",95,"ambient",15.672619047619
"393",2926,2019-07-31,"A",10,"ulothrix",82,"warm",15.672619047619
"394",2927,2019-07-31,"A",11,"ulothrix",97,"ambient",15.672619047619
"395",2928,2019-07-31,"A",12,"ulothrix",97.5,"ambient",15.672619047619
"396",2929,2019-07-31,"A",13,"ulothrix",30.75,"ambient",15.672619047619
"397",2930,2019-07-31,"A",14,"ulothrix",65,"warm",15.672619047619
"398",2931,2019-07-31,"A",15,"ulothrix",58,"warm",15.672619047619
"399",2932,2019-07-31,"A",16,"ulothrix",93.5,"ambient",15.672619047619
"400",2933,2019-07-31,"B",1,"ulothrix",15.5,"warm",15.672619047619
"401",2934,2019-07-31,"B",2,"ulothrix",17.5,"warm",15.672619047619
"402",2935,2019-07-31,"B",3,"ulothrix",74,"ambient",15.672619047619
"403",2936,2019-07-31,"B",4,"ulothrix",73,"ambient",15.672619047619
"404",2937,2019-07-31,"B",5,"ulothrix",46,"ambient",15.672619047619
"405",2938,2019-07-31,"B",6,"ulothrix",14,"warm",15.672619047619
"406",2939,2019-07-31,"B",7,"ulothrix",64,"warm",15.672619047619
"407",2940,2019-07-31,"B",8,"ulothrix",61,"warm",15.672619047619
"408",2941,2019-07-31,"B",9,"ulothrix",22,"ambient",15.672619047619
"409",2942,2019-07-31,"B",10,"ulothrix",41.5,"warm",15.672619047619
"410",2943,2019-07-31,"B",11,"ulothrix",70,"ambient",15.672619047619
"411",2944,2019-07-31,"B",12,"ulothrix",22,"warm",15.672619047619
"412",2945,2019-07-31,"B",13,"ulothrix",57,"ambient",15.672619047619
"413",2946,2019-07-31,"B",14,"ulothrix",67.5,"warm",15.672619047619
"414",2947,2019-07-31,"B",15,"ulothrix",58,"ambient",15.672619047619
"415",2948,2019-07-31,"B",16,"ulothrix",0,"warm",15.672619047619
"416",2949,2019-07-31,"C",1,"ulothrix",60.25,"warm",15.672619047619
"417",2950,2019-07-31,"C",2,"ulothrix",78.5,"ambient",15.672619047619
"418",2951,2019-07-31,"C",3,"ulothrix",60,"ambient",15.672619047619
"419",2952,2019-07-31,"C",4,"ulothrix",73.5,"warm",15.672619047619
"420",2953,2019-07-31,"C",5,"ulothrix",77,"ambient",15.672619047619
"421",2954,2019-07-31,"C",6,"ulothrix",72.5,"warm",15.672619047619
"422",2955,2019-07-31,"C",7,"ulothrix",67,"warm",15.672619047619
"423",2956,2019-07-31,"C",8,"ulothrix",48,"warm",15.672619047619
"424",2957,2019-07-31,"C",9,"ulothrix",95,"ambient",15.672619047619
"425",2958,2019-07-31,"C",10,"ulothrix",28.5,"warm",15.672619047619
"426",2959,2019-07-31,"C",11,"ulothrix",30.75,"warm",15.672619047619
"427",2960,2019-07-31,"C",12,"ulothrix",50.25,"warm",15.672619047619
"428",2961,2019-07-31,"C",13,"ulothrix",21,"ambient",15.672619047619
"429",2962,2019-07-31,"C",14,"ulothrix",77.5,"ambient",15.672619047619
"430",2963,2019-07-31,"C",15,"ulothrix",73.5,"ambient",15.672619047619
"431",2964,2019-07-31,"C",16,"ulothrix",93.25,"ambient",15.672619047619
"432",2965,2019-07-31,"D",1,"ulothrix",94,"ambient",15.672619047619
"433",2966,2019-07-31,"D",2,"ulothrix",95,"ambient",15.672619047619
"434",2967,2019-07-31,"D",3,"ulothrix",86.5,"warm",15.672619047619
"435",2968,2019-07-31,"D",4,"ulothrix",99,"ambient",15.672619047619
"436",2969,2019-07-31,"D",5,"ulothrix",90.25,"ambient",15.672619047619
"437",2970,2019-07-31,"D",6,"ulothrix",94,"ambient",15.672619047619
"438",2971,2019-07-31,"D",7,"ulothrix",69.5,"warm",15.672619047619
"439",2972,2019-07-31,"D",8,"ulothrix",78.5,"warm",15.672619047619
"440",2973,2019-07-31,"D",9,"ulothrix",71.5,"warm",15.672619047619
"441",2974,2019-07-31,"D",10,"ulothrix",98.5,"ambient",15.672619047619
"442",2975,2019-07-31,"D",11,"ulothrix",71,"ambient",15.672619047619
"443",2976,2019-07-31,"D",12,"ulothrix",54,"warm",15.672619047619
"444",2977,2019-07-31,"D",13,"ulothrix",22.5,"ambient",15.672619047619
"445",2978,2019-07-31,"D",14,"ulothrix",77.5,"warm",15.672619047619
"446",2979,2019-07-31,"D",15,"ulothrix",59.5,"warm",15.672619047619
"447",2980,2019-07-31,"D",16,"ulothrix",61,"warm",15.672619047619
"448",2981,2019-07-31,"E",1,"ulothrix",97.5,"warm",15.672619047619
"449",2982,2019-07-31,"E",2,"ulothrix",75,"ambient",15.672619047619
"450",2983,2019-07-31,"E",3,"ulothrix",90.5,"warm",15.672619047619
"451",2984,2019-07-31,"E",4,"ulothrix",96.5,"warm",15.672619047619
"452",2985,2019-07-31,"E",5,"ulothrix",79.5,"ambient",15.672619047619
"453",2986,2019-07-31,"E",6,"ulothrix",98,"warm",15.672619047619
"454",2987,2019-07-31,"E",7,"ulothrix",94,"warm",15.672619047619
"455",2988,2019-07-31,"E",8,"ulothrix",94,"ambient",15.672619047619
"456",2989,2019-07-31,"E",9,"ulothrix",90.5,"ambient",15.672619047619
"457",2990,2019-07-31,"E",10,"ulothrix",91,"ambient",15.672619047619
"458",2991,2019-07-31,"E",11,"ulothrix",93,"warm",15.672619047619
"459",2992,2019-07-31,"E",12,"ulothrix",86,"ambient",15.672619047619
"460",2993,2019-07-31,"E",13,"ulothrix",93.5,"ambient",15.672619047619
"461",2994,2019-07-31,"E",14,"ulothrix",96.5,"ambient",15.672619047619
"462",2995,2019-07-31,"E",15,"ulothrix",77.5,"warm",15.672619047619
"463",2996,2019-07-31,"E",16,"ulothrix",87.5,"warm",15.672619047619
"464",2997,2019-07-31,"F",1,"ulothrix",86.75,"warm",15.672619047619
"465",2998,2019-07-31,"F",2,"ulothrix",93,"warm",15.672619047619
"466",2999,2019-07-31,"F",3,"ulothrix",98,"ambient",15.672619047619
"467",3000,2019-07-31,"F",4,"ulothrix",97,"ambient",15.672619047619
"468",3001,2019-07-31,"F",5,"ulothrix",98.25,"warm",15.672619047619
"469",3002,2019-07-31,"F",6,"ulothrix",81.25,"warm",15.672619047619
"470",3003,2019-07-31,"F",7,"ulothrix",99,"ambient",15.672619047619
"471",3004,2019-07-31,"F",8,"ulothrix",93.5,"warm",15.672619047619
"472",3005,2019-07-31,"F",9,"ulothrix",96.5,"ambient",15.672619047619
"473",3006,2019-07-31,"F",10,"ulothrix",78.5,"warm",15.672619047619
"474",3007,2019-07-31,"F",11,"ulothrix",79.5,"ambient",15.672619047619
"475",3008,2019-07-31,"F",12,"ulothrix",96,"ambient",15.672619047619
"476",3009,2019-07-31,"F",13,"ulothrix",58.75,"warm",15.672619047619
"477",3010,2019-07-31,"F",14,"ulothrix",95,"ambient",15.672619047619
"478",3011,2019-07-31,"F",15,"ulothrix",57.25,"ambient",15.672619047619
"479",3012,2019-07-31,"F",16,"ulothrix",76.5,"warm",15.672619047619
"480",3589,2019-08-14,"A",1,"ulothrix",94,"warm",17.672619047619
"481",3590,2019-08-14,"A",2,"ulothrix",78.5,"warm",17.672619047619
"482",3591,2019-08-14,"A",3,"ulothrix",97,"ambient",17.672619047619
"483",3592,2019-08-14,"A",4,"ulothrix",95,"warm",17.672619047619
"484",3593,2019-08-14,"A",5,"ulothrix",94,"warm",17.672619047619
"485",3594,2019-08-14,"A",6,"ulothrix",98,"warm",17.672619047619
"486",3595,2019-08-14,"A",7,"ulothrix",99.5,"ambient",17.672619047619
"487",3596,2019-08-14,"A",8,"ulothrix",90,"ambient",17.672619047619
"488",3597,2019-08-14,"A",9,"ulothrix",98,"ambient",17.672619047619
"489",3598,2019-08-14,"A",10,"ulothrix",99,"warm",17.672619047619
"490",3599,2019-08-14,"A",11,"ulothrix",75.5,"ambient",17.672619047619
"491",3600,2019-08-14,"A",12,"ulothrix",86,"ambient",17.672619047619
"492",3601,2019-08-14,"A",13,"ulothrix",97.5,"ambient",17.672619047619
"493",3602,2019-08-14,"A",14,"ulothrix",91,"warm",17.672619047619
"494",3603,2019-08-14,"A",15,"ulothrix",96,"warm",17.672619047619
"495",3604,2019-08-14,"A",16,"ulothrix",87,"ambient",17.672619047619
"496",3605,2019-08-14,"B",1,"ulothrix",58.5,"warm",17.672619047619
"497",3606,2019-08-14,"B",2,"ulothrix",58.5,"warm",17.672619047619
"498",3607,2019-08-14,"B",3,"ulothrix",91,"ambient",17.672619047619
"499",3608,2019-08-14,"B",4,"ulothrix",90,"ambient",17.672619047619
"500",3609,2019-08-14,"B",5,"ulothrix",93,"ambient",17.672619047619
"501",3610,2019-08-14,"B",6,"ulothrix",32.5,"warm",17.672619047619
"502",3611,2019-08-14,"B",7,"ulothrix",94,"warm",17.672619047619
"503",3612,2019-08-14,"B",8,"ulothrix",93.5,"warm",17.672619047619
"504",3613,2019-08-14,"B",9,"ulothrix",58,"ambient",17.672619047619
"505",3614,2019-08-14,"B",10,"ulothrix",73,"warm",17.672619047619
"506",3615,2019-08-14,"B",11,"ulothrix",87.5,"ambient",17.672619047619
"507",3616,2019-08-14,"B",12,"ulothrix",55,"warm",17.672619047619
"508",3617,2019-08-14,"B",13,"ulothrix",80.5,"ambient",17.672619047619
"509",3618,2019-08-14,"B",14,"ulothrix",92.5,"warm",17.672619047619
"510",3619,2019-08-14,"B",15,"ulothrix",89,"ambient",17.672619047619
"511",3620,2019-08-14,"B",16,"ulothrix",26,"warm",17.672619047619
"512",3621,2019-08-14,"C",1,"ulothrix",64,"warm",17.672619047619
"513",3622,2019-08-14,"C",2,"ulothrix",94.5,"ambient",17.672619047619
"514",3623,2019-08-14,"C",3,"ulothrix",60,"ambient",17.672619047619
"515",3624,2019-08-14,"C",4,"ulothrix",87,"warm",17.672619047619
"516",3625,2019-08-14,"C",5,"ulothrix",68,"ambient",17.672619047619
"517",3626,2019-08-14,"C",6,"ulothrix",87,"warm",17.672619047619
"518",3627,2019-08-14,"C",7,"ulothrix",77,"warm",17.672619047619
"519",3628,2019-08-14,"C",8,"ulothrix",72.5,"warm",17.672619047619
"520",3629,2019-08-14,"C",9,"ulothrix",95,"ambient",17.672619047619
"521",3630,2019-08-14,"C",10,"ulothrix",49.5,"warm",17.672619047619
"522",3631,2019-08-14,"C",11,"ulothrix",59.5,"warm",17.672619047619
"523",3632,2019-08-14,"C",12,"ulothrix",83,"warm",17.672619047619
"524",3633,2019-08-14,"C",13,"ulothrix",58,"ambient",17.672619047619
"525",3634,2019-08-14,"C",14,"ulothrix",62.5,"ambient",17.672619047619
"526",3635,2019-08-14,"C",15,"ulothrix",52,"ambient",17.672619047619
"527",3636,2019-08-14,"C",16,"ulothrix",60,"ambient",17.672619047619
"528",3637,2019-08-14,"D",1,"ulothrix",56,"ambient",17.672619047619
"529",3638,2019-08-14,"D",2,"ulothrix",39.5,"ambient",17.672619047619
"530",3639,2019-08-14,"D",3,"ulothrix",94,"warm",17.672619047619
"531",3640,2019-08-14,"D",4,"ulothrix",67.5,"ambient",17.672619047619
"532",3641,2019-08-14,"D",5,"ulothrix",56,"ambient",17.672619047619
"533",3642,2019-08-14,"D",6,"ulothrix",57,"ambient",17.672619047619
"534",3643,2019-08-14,"D",7,"ulothrix",84,"warm",17.672619047619
"535",3644,2019-08-14,"D",8,"ulothrix",85,"warm",17.672619047619
"536",3645,2019-08-14,"D",9,"ulothrix",86,"warm",17.672619047619
"537",3646,2019-08-14,"D",10,"ulothrix",53,"ambient",17.672619047619
"538",3647,2019-08-14,"D",11,"ulothrix",54,"ambient",17.672619047619
"539",3648,2019-08-14,"D",12,"ulothrix",76,"warm",17.672619047619
"540",3649,2019-08-14,"D",13,"ulothrix",67,"ambient",17.672619047619
"541",3650,2019-08-14,"D",14,"ulothrix",78,"warm",17.672619047619
"542",3651,2019-08-14,"D",15,"ulothrix",72,"warm",17.672619047619
"543",3652,2019-08-14,"D",16,"ulothrix",77,"warm",17.672619047619
"544",3653,2019-08-14,"E",1,"ulothrix",97,"warm",17.672619047619
"545",3654,2019-08-14,"E",2,"ulothrix",43,"ambient",17.672619047619
"546",3655,2019-08-14,"E",3,"ulothrix",97,"warm",17.672619047619
"547",3656,2019-08-14,"E",4,"ulothrix",56,"warm",17.672619047619
"548",3657,2019-08-14,"E",5,"ulothrix",14,"ambient",17.672619047619
"549",3658,2019-08-14,"E",6,"ulothrix",94,"warm",17.672619047619
"550",3659,2019-08-14,"E",7,"ulothrix",97,"warm",17.672619047619
"551",3660,2019-08-14,"E",8,"ulothrix",58.5,"ambient",17.672619047619
"552",3661,2019-08-14,"E",9,"ulothrix",33,"ambient",17.672619047619
"553",3662,2019-08-14,"E",10,"ulothrix",41,"ambient",17.672619047619
"554",3663,2019-08-14,"E",11,"ulothrix",92.5,"warm",17.672619047619
"555",3664,2019-08-14,"E",12,"ulothrix",44,"ambient",17.672619047619
"556",3665,2019-08-14,"E",13,"ulothrix",35,"ambient",17.672619047619
"557",3666,2019-08-14,"E",14,"ulothrix",61,"ambient",17.672619047619
"558",3667,2019-08-14,"E",15,"ulothrix",89,"warm",17.672619047619
"559",3668,2019-08-14,"E",16,"ulothrix",92.5,"warm",17.672619047619
"560",3669,2019-08-14,"F",1,"ulothrix",96,"warm",17.672619047619
"561",3670,2019-08-14,"F",2,"ulothrix",97,"warm",17.672619047619
"562",3671,2019-08-14,"F",3,"ulothrix",89,"ambient",17.672619047619
"563",3672,2019-08-14,"F",4,"ulothrix",85,"ambient",17.672619047619
"564",3673,2019-08-14,"F",5,"ulothrix",83,"warm",17.672619047619
"565",3674,2019-08-14,"F",6,"ulothrix",92.5,"warm",17.672619047619
"566",3675,2019-08-14,"F",7,"ulothrix",58,"ambient",17.672619047619
"567",3676,2019-08-14,"F",8,"ulothrix",72,"warm",17.672619047619
"568",3677,2019-08-14,"F",9,"ulothrix",15,"ambient",17.672619047619
"569",3678,2019-08-14,"F",10,"ulothrix",92.5,"warm",17.672619047619
"570",3679,2019-08-14,"F",11,"ulothrix",93.5,"ambient",17.672619047619
"571",3680,2019-08-14,"F",12,"ulothrix",80.5,"ambient",17.672619047619
"572",3681,2019-08-14,"F",13,"ulothrix",90,"warm",17.672619047619
"573",3682,2019-08-14,"F",14,"ulothrix",96.5,"ambient",17.672619047619
"574",3683,2019-08-14,"F",15,"ulothrix",94.5,"ambient",17.672619047619
"575",3684,2019-08-14,"F",16,"ulothrix",87,"warm",17.672619047619
"576",4357,2019-10-20,"A",1,"ulothrix",6,"warm",27.2440476190476
"577",4358,2019-10-20,"A",2,"ulothrix",0,"warm",27.2440476190476
"578",4359,2019-10-20,"A",3,"ulothrix",25,"ambient",27.2440476190476
"579",4360,2019-10-20,"A",4,"ulothrix",20,"warm",27.2440476190476
"580",4361,2019-10-20,"A",5,"ulothrix",53,"warm",27.2440476190476
"581",4362,2019-10-20,"A",6,"ulothrix",63,"warm",27.2440476190476
"582",4363,2019-10-20,"A",7,"ulothrix",75,"ambient",27.2440476190476
"583",4364,2019-10-20,"A",8,"ulothrix",69,"ambient",27.2440476190476
"584",4365,2019-10-20,"A",9,"ulothrix",12.5,"ambient",27.2440476190476
"585",4366,2019-10-20,"A",10,"ulothrix",45,"warm",27.2440476190476
"586",4367,2019-10-20,"A",11,"ulothrix",2.5,"ambient",27.2440476190476
"587",4368,2019-10-20,"A",12,"ulothrix",31,"ambient",27.2440476190476
"588",4369,2019-10-20,"A",13,"ulothrix",59,"ambient",27.2440476190476
"589",4370,2019-10-20,"A",14,"ulothrix",79,"warm",27.2440476190476
"590",4371,2019-10-20,"A",15,"ulothrix",76,"warm",27.2440476190476
"591",4372,2019-10-20,"A",16,"ulothrix",7,"ambient",27.2440476190476
"592",4373,2019-10-20,"B",1,"ulothrix",99,"warm",27.2440476190476
"593",4374,2019-10-20,"B",2,"ulothrix",98,"warm",27.2440476190476
"594",4375,2019-10-20,"B",3,"ulothrix",67,"ambient",27.2440476190476
"595",4376,2019-10-20,"B",4,"ulothrix",49,"ambient",27.2440476190476
"596",4377,2019-10-20,"B",5,"ulothrix",95,"ambient",27.2440476190476
"597",4378,2019-10-20,"B",6,"ulothrix",95,"warm",27.2440476190476
"598",4379,2019-10-20,"B",7,"ulothrix",98,"warm",27.2440476190476
"599",4380,2019-10-20,"B",8,"ulothrix",98,"warm",27.2440476190476
"600",4381,2019-10-20,"B",9,"ulothrix",66,"ambient",27.2440476190476
"601",4382,2019-10-20,"B",10,"ulothrix",89.5,"warm",27.2440476190476
"602",4383,2019-10-20,"B",11,"ulothrix",20,"ambient",27.2440476190476
"603",4384,2019-10-20,"B",12,"ulothrix",91,"warm",27.2440476190476
"604",4385,2019-10-20,"B",13,"ulothrix",88.5,"ambient",27.2440476190476
"605",4386,2019-10-20,"B",14,"ulothrix",96.5,"warm",27.2440476190476
"606",4387,2019-10-20,"B",15,"ulothrix",21.5,"ambient",27.2440476190476
"607",4388,2019-10-20,"B",16,"ulothrix",99,"warm",27.2440476190476
"608",4389,2019-10-20,"C",1,"ulothrix",82,"warm",27.2440476190476
"609",4390,2019-10-20,"C",2,"ulothrix",58,"ambient",27.2440476190476
"610",4391,2019-10-20,"C",3,"ulothrix",35,"ambient",27.2440476190476
"611",4392,2019-10-20,"C",4,"ulothrix",29.5,"warm",27.2440476190476
"612",4393,2019-10-20,"C",5,"ulothrix",0,"ambient",27.2440476190476
"613",4394,2019-10-20,"C",6,"ulothrix",22,"warm",27.2440476190476
"614",4395,2019-10-20,"C",7,"ulothrix",75,"warm",27.2440476190476
"615",4396,2019-10-20,"C",8,"ulothrix",97,"warm",27.2440476190476
"616",4397,2019-10-20,"C",9,"ulothrix",47,"ambient",27.2440476190476
"617",4398,2019-10-20,"C",10,"ulothrix",96,"warm",27.2440476190476
"618",4399,2019-10-20,"C",11,"ulothrix",97,"warm",27.2440476190476
"619",4400,2019-10-20,"C",12,"ulothrix",92,"warm",27.2440476190476
"620",4401,2019-10-20,"C",13,"ulothrix",6,"ambient",27.2440476190476
"621",4402,2019-10-20,"C",14,"ulothrix",42,"ambient",27.2440476190476
"622",4403,2019-10-20,"C",15,"ulothrix",79,"ambient",27.2440476190476
"623",4404,2019-10-20,"C",16,"ulothrix",5,"ambient",27.2440476190476
"624",4405,2019-10-20,"D",1,"ulothrix",33,"ambient",27.2440476190476
"625",4406,2019-10-20,"D",2,"ulothrix",0,"ambient",27.2440476190476
"626",4407,2019-10-20,"D",3,"ulothrix",0,"warm",27.2440476190476
"627",4408,2019-10-20,"D",4,"ulothrix",35,"ambient",27.2440476190476
"628",4409,2019-10-20,"D",5,"ulothrix",9,"ambient",27.2440476190476
"629",4410,2019-10-20,"D",6,"ulothrix",41,"ambient",27.2440476190476
"630",4411,2019-10-20,"D",7,"ulothrix",78,"warm",27.2440476190476
"631",4412,2019-10-20,"D",8,"ulothrix",100,"warm",27.2440476190476
"632",4413,2019-10-20,"D",9,"ulothrix",97,"warm",27.2440476190476
"633",4414,2019-10-20,"D",10,"ulothrix",100,"ambient",27.2440476190476
"634",4415,2019-10-20,"D",11,"ulothrix",97,"ambient",27.2440476190476
"635",4416,2019-10-20,"D",12,"ulothrix",94,"warm",27.2440476190476
"636",4417,2019-10-20,"D",13,"ulothrix",89,"ambient",27.2440476190476
"637",4418,2019-10-20,"D",14,"ulothrix",99.5,"warm",27.2440476190476
"638",4419,2019-10-20,"D",15,"ulothrix",97,"warm",27.2440476190476
"639",4420,2019-10-20,"D",16,"ulothrix",99,"warm",27.2440476190476
"640",4421,2019-10-20,"E",1,"ulothrix",36,"warm",27.2440476190476
"641",4422,2019-10-20,"E",2,"ulothrix",0,"ambient",27.2440476190476
"642",4423,2019-10-20,"E",3,"ulothrix",54,"warm",27.2440476190476
"643",4424,2019-10-20,"E",4,"ulothrix",32,"warm",27.2440476190476
"644",4425,2019-10-20,"E",5,"ulothrix",0.5,"ambient",27.2440476190476
"645",4426,2019-10-20,"E",6,"ulothrix",35,"warm",27.2440476190476
"646",4427,2019-10-20,"E",7,"ulothrix",48,"warm",27.2440476190476
"647",4428,2019-10-20,"E",8,"ulothrix",1,"ambient",27.2440476190476
"648",4429,2019-10-20,"E",9,"ulothrix",6,"ambient",27.2440476190476
"649",4430,2019-10-20,"E",10,"ulothrix",0,"ambient",27.2440476190476
"650",4431,2019-10-20,"E",11,"ulothrix",86,"warm",27.2440476190476
"651",4432,2019-10-20,"E",12,"ulothrix",0,"ambient",27.2440476190476
"652",4433,2019-10-20,"E",13,"ulothrix",3,"ambient",27.2440476190476
"653",4434,2019-10-20,"E",14,"ulothrix",24,"ambient",27.2440476190476
"654",4435,2019-10-20,"E",15,"ulothrix",68,"warm",27.2440476190476
"655",4436,2019-10-20,"E",16,"ulothrix",75,"warm",27.2440476190476
"656",4437,2019-10-20,"F",1,"ulothrix",53,"warm",27.2440476190476
"657",4438,2019-10-20,"F",2,"ulothrix",66,"warm",27.2440476190476
"658",4439,2019-10-20,"F",3,"ulothrix",57,"ambient",27.2440476190476
"659",4440,2019-10-20,"F",4,"ulothrix",8,"ambient",27.2440476190476
"660",4441,2019-10-20,"F",5,"ulothrix",82,"warm",27.2440476190476
"661",4442,2019-10-20,"F",6,"ulothrix",0,"warm",27.2440476190476
"662",4443,2019-10-20,"F",7,"ulothrix",4,"ambient",27.2440476190476
"663",4444,2019-10-20,"F",8,"ulothrix",37.5,"warm",27.2440476190476
"664",4446,2019-10-20,"F",10,"ulothrix",60.5,"warm",27.2440476190476
"665",4447,2019-10-20,"F",11,"ulothrix",51,"ambient",27.2440476190476
"666",4448,2019-10-20,"F",12,"ulothrix",0,"ambient",27.2440476190476
"667",4449,2019-10-20,"F",13,"ulothrix",47,"warm",27.2440476190476
"668",4450,2019-10-20,"F",14,"ulothrix",80.5,"ambient",27.2440476190476
"669",4451,2019-10-20,"F",15,"ulothrix",46,"ambient",27.2440476190476
"670",4452,2019-10-20,"F",16,"ulothrix",0,"warm",27.2440476190476
